,assists,bonus,bps,chance_of_playing_this_round,clean_sheets,code,creativity,dreamteam_count,ea_index,element_type,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id_x,in_dreamteam,influence,loans_out,minutes,now_cost,own_goals,penalties_missed,penalties_saved,points_per_game,red_cards,saves,second_name,selected_by_percent,status,team,threat,total_points,transfers_in,transfers_out,value_season,yellow_cards,singular_name_short,team_id,team_name,matchup,opponent_name,creativecost,influencecost,threatcost,myscore
1,0,0,121,,3,11334,0.0,0,409,1,6,Petr,4.3,7,0,11.7,2,False,115.8,0,630,55,1,0,0,3.6,0,19,Cech,16.8,a,1,0.0,25,125138,162204,4.5,1,GKP,1,Arsenal,1.5,Burnley,0.0,2.1054545454545455,0.0,771.9099999999999
2,0,6,172,100.0,3,51507,4.3,2,493,2,15,Laurent,7.7,3,2,27.9,3,True,212.6,0,540,62,0,0,0,7.0,0,0,Koscielny,12.1,a,1,61.0,42,287576,66064,6.9,0,DEF,1,Arsenal,1.5,Burnley,0.06935483870967742,3.429032258064516,0.9838709677419355,3251.745000000001
5,1,5,143,,3,98745,133.4,1,541,2,6,Héctor,6.3,7,0,30.3,6,False,113.6,0,630,65,0,0,0,4.6,0,0,Bellerín,25.5,a,1,57.0,32,148810,289213,4.9,0,DEF,1,Arsenal,1.5,Burnley,2.0523076923076924,1.7476923076923077,0.8769230769230769,2904.8
6,0,0,11,,0,42427,29.0,0,69,2,0,Kieran,0.3,0,0,4.6,7,False,13.2,0,39,48,0,0,0,1.0,0,0,Gibbs,0.5,a,1,4.0,2,2656,13459,0.4,0,DEF,1,Arsenal,1.5,Burnley,0.6041666666666666,0.27499999999999997,0.08333333333333333,22.790000000000003
9,0,4,156,100.0,3,38411,48.8,0,511,2,7,Nacho,5.0,7,0,20.5,10,False,116.8,0,613,60,0,0,0,3.9,0,0,Monreal,4.7,a,1,39.0,27,32554,88730,4.5,1,DEF,1,Arsenal,1.5,Burnley,0.8133333333333332,1.9466666666666665,0.65,1561.5000000000002
10,0,0,61,,1,156074,1.5,0,0,2,0,Rob,0.0,5,0,8.8,484,False,74.4,0,270,44,0,0,0,2.3,0,0,Holding,0.8,a,1,12.0,7,37878,47532,1.6,1,DEF,1,Arsenal,1.5,Burnley,0.03409090909090909,1.6909090909090911,0.2727272727272727,7.0
11,0,2,104,,2,69140,13.5,0,0,2,8,Shkodran,5.3,2,0,17.4,555,False,113.6,0,360,60,0,0,0,4.5,0,0,Mustafi,0.9,a,1,46.0,18,33765,8762,3.0,0,DEF,1,Arsenal,1.5,Burnley,0.225,1.8933333333333333,0.7666666666666667,1394.145
12,3,6,157,100.0,3,37265,293.9,2,690,3,3,Alexis,9.0,6,4,89.8,12,True,239.6,0,557,113,0,1,0,7.0,0,0,Sánchez,22.1,a,1,363.0,49,670553,196418,4.4,0,MID,1,Arsenal,1.5,Burnley,2.6008849557522122,2.120353982300885,3.2123893805309733,12151.75
13,3,3,149,100.0,3,20467,134.6,1,316,3,6,Theo,9.0,7,3,68.9,13,False,212.2,0,611,77,0,1,0,6.0,0,0,Walcott,8.2,a,1,345.0,42,316909,86510,5.5,0,MID,1,Arsenal,1.5,Burnley,1.748051948051948,2.7558441558441555,4.48051948051948,9381.300000000001
14,0,3,106,100.0,2,37605,231.8,0,783,3,3,Mesut,5.0,3,2,54.4,14,False,138.4,0,447,95,0,0,0,4.3,0,0,Özil,7.4,a,1,173.0,26,222192,172949,2.7,0,MID,1,Arsenal,1.5,Burnley,2.44,1.456842105263158,1.8210526315789475,4100.0
15,2,5,144,100.0,4,19524,210.5,0,259,3,3,Santiago,2.7,3,2,47.4,15,False,181.8,0,528,76,0,0,0,5.1,0,0,Cazorla,6.3,a,1,83.0,36,318139,169576,4.7,2,MID,1,Arsenal,1.5,Burnley,2.7697368421052633,2.392105263157895,1.0921052631578947,1960.9650000000001
16,0,0,5,0.0,0,41792,4.9,0,558,3,0,Aaron,0.0,3,0,3.0,16,False,2.2,0,60,77,0,0,0,2.0,0,0,Ramsey,1.0,i,1,23.0,2,2120,133101,0.3,0,MID,1,Arsenal,1.5,Burnley,0.06363636363636364,0.028571428571428574,0.2987012987012987,2.0
17,0,0,54,,1,81880,48.7,0,186,3,1,Alex,0.3,3,1,21.1,18,False,58.2,0,259,59,0,0,0,2.8,0,0,Oxlade-Chamberlain,1.5,a,1,103.0,14,57574,81330,2.4,0,MID,1,Arsenal,1.5,Burnley,0.8254237288135594,0.9864406779661018,1.7457627118644068,108.45499999999998
19,0,0,45,25.0,1,56864,73.0,0,246,3,0,Francis,1.0,6,0,14.5,20,False,49.6,0,391,43,0,0,0,1.6,0,0,Coquelin,1.7,d,1,22.0,8,27192,55101,1.8,2,MID,1,Arsenal,1.5,Burnley,1.697674418604651,1.1534883720930234,0.5116279069767442,224.89999999999998
20,3,2,80,100.0,3,153133,117.8,0,150,3,3,Alex,5.7,3,0,31.0,21,False,79.8,0,288,58,0,0,0,4.2,0,0,Iwobi,1.5,a,1,112.0,21,51003,47752,3.6,1,MID,1,Arsenal,1.5,Burnley,2.0310344827586206,1.3758620689655172,1.9310344827586208,2668.0800000000004
21,1,0,39,,0,153256,22.4,0,134,3,1,Mohamed,1.7,5,0,7.7,22,False,35.0,0,121,47,0,0,0,2.0,0,0,Elneny,0.5,a,1,20.0,8,5758,22579,1.7,0,MID,1,Arsenal,1.5,Burnley,0.47659574468085103,0.7446808510638298,0.425531914893617,205.37
23,0,0,75,,2,84450,82.9,0,0,3,3,Granit,3.3,2,1,17.9,24,False,80.0,0,339,53,0,0,0,2.5,0,0,Xhaka,4.4,a,1,19.0,15,54835,151721,2.8,1,MID,1,Arsenal,1.5,Burnley,1.5641509433962266,1.509433962264151,0.3584905660377358,915.405
25,1,0,11,0.0,0,44346,17.8,0,629,4,0,Olivier,0.3,0,0,4.6,25,False,2.2,0,54,89,0,0,0,2.0,0,0,Giroud,0.8,i,1,28.0,6,35935,67463,0.7,0,FWD,1,Arsenal,1.5,Burnley,0.2,0.02471910112359551,0.3146067415730337,27.599999999999998
30,0,0,12,,0,155851,9.8,0,0,4,0,Lucas,0.3,1,0,4.1,549,False,3.0,0,64,81,0,0,0,1.5,0,0,Pérez,0.2,d,1,28.0,3,34495,28953,0.4,0,FWD,1,Arsenal,1.5,Burnley,0.12098765432098767,0.037037037037037035,0.345679012345679,21.36
31,0,0,143,,2,18726,0.0,1,281,1,2,Artur,3.3,11,0,19.1,29,False,192.2,0,630,45,0,0,1,3.9,0,25,Boruc,7.1,a,2,0.0,27,106907,51170,6.0,1,GKP,2,Bournemouth,1.0,Watford,0.0,4.271111111111111,0.0,661.2599999999999
33,0,0,129,,2,15149,21.8,0,462,2,0,Simon,2.0,11,0,21.8,31,False,155.6,0,630,45,0,0,0,2.4,0,0,Francis,1.7,a,2,39.0,17,35129,23450,3.8,1,DEF,2,Bournemouth,1.0,Watford,0.48444444444444446,3.457777777777778,0.8666666666666667,449.8
34,0,3,127,100.0,2,56917,24.3,0,443,2,1,Steve,3.0,11,0,28.5,32,False,193.6,0,630,49,0,0,0,2.9,0,0,Cook,0.6,a,2,67.0,20,8062,8129,4.1,1,DEF,2,Bournemouth,1.0,Watford,0.4959183673469388,3.951020408163265,1.3673469387755102,874.7
35,0,2,118,,2,41320,104.8,0,491,2,1,Charlie,2.0,11,0,22.1,33,False,94.6,0,630,49,0,0,0,2.7,0,0,Daniels,2.9,a,2,22.0,19,10673,60269,3.9,1,DEF,2,Bournemouth,1.0,Watford,2.1387755102040815,1.930612244897959,0.4489795918367347,461.79999999999995
36,1,3,156,75.0,2,54469,85.9,1,297,2,0,Adam,1.7,11,1,30.7,34,False,169.6,0,630,46,0,0,0,3.9,0,0,Smith,9.8,a,2,51.0,27,348543,80418,5.9,3,DEF,2,Bournemouth,1.0,Watford,1.8673913043478263,3.6869565217391305,1.108695652173913,548.05
38,0,0,6,,0,126184,0.3,0,232,2,0,Nathan,0.0,2,0,0.3,36,False,0.2,0,15,43,0,0,0,1.0,0,0,Aké,1.1,a,2,2.0,2,3850,32172,0.5,0,DEF,2,Bournemouth,1.0,Watford,0.0069767441860465115,0.004651162790697674,0.046511627906976744,2.0
41,0,0,22,100.0,1,54102,55.1,0,18,3,1,Jack,2.0,6,0,10.8,17,False,16.4,0,282,59,0,0,0,1.3,0,0,Wilshere,0.9,a,2,40.0,8,53180,30813,1.4,2,MID,2,Bournemouth,1.0,Watford,0.9338983050847458,0.27796610169491526,0.6779661016949152,231.0
42,2,2,118,100.0,2,48615,97.5,0,188,3,2,Harry,4.0,11,0,25.3,37,False,102.8,0,616,50,0,0,0,3.0,1,0,Arter,0.3,d,2,55.0,21,7768,4633,4.2,0,MID,2,Bournemouth,1.0,Watford,1.95,2.056,1.1,1042.2
44,0,0,102,,2,15237,81.2,0,385,3,2,Andrew,2.0,11,0,19.8,39,False,91.6,0,630,48,0,0,0,2.1,0,0,Surman,0.2,a,2,25.0,15,1166,5028,3.1,1,MID,2,Bournemouth,1.0,Watford,1.6916666666666667,1.9083333333333332,0.5208333333333334,410.6
47,1,3,66,100.0,2,56872,48.0,0,217,3,4,Junior,5.7,6,1,18.9,42,False,84.8,0,326,55,0,0,0,5.0,0,0,Stanislas,0.1,a,2,56.0,20,3476,1122,3.6,1,MID,2,Bournemouth,1.0,Watford,0.8727272727272727,1.5418181818181818,1.018181818181818,1096.16
48,0,0,16,,0,40387,27.5,0,331,3,1,Dan,1.0,1,0,4.5,43,False,12.4,0,109,47,0,0,0,1.0,0,0,Gosling,0.1,a,2,5.0,6,267,3986,1.3,0,MID,2,Bournemouth,1.0,Watford,0.5851063829787234,0.26382978723404255,0.10638297872340426,50.9
49,0,0,19,,0,59741,5.0,0,155,3,0,Max,0.7,0,0,4.8,44,False,18.0,0,64,51,0,0,0,1.0,0,0,Gradel,0.2,a,2,25.0,4,817,11019,0.8,0,MID,2,Bournemouth,1.0,Watford,0.09803921568627451,0.35294117647058826,0.49019607843137253,37.599999999999994
51,0,0,50,,3,103912,119.1,0,184,3,2,Jordon,2.0,6,0,26.3,46,False,35.4,0,441,52,0,0,0,2.1,0,0,Ibe,2.1,a,2,110.0,15,20801,120307,2.8,0,MID,2,Bournemouth,1.0,Watford,2.2903846153846152,0.6807692307692308,2.1153846153846154,544.0
52,0,0,10,100.0,0,155408,14.3,0,0,3,0,Lewis,0.0,3,0,2.5,47,False,7.0,0,80,43,0,0,0,2.0,0,0,Cook,0.4,a,2,4.0,2,4827,10497,0.5,0,MID,2,Bournemouth,1.0,Watford,0.3325581395348837,0.16279069767441862,0.09302325581395349,2.0
53,0,2,85,50.0,1,78007,61.0,0,321,3,6,Joshua,2.7,10,2,34.6,48,False,124.0,0,462,54,0,0,0,4.0,0,0,King,0.7,a,2,160.0,24,27892,28073,4.4,0,MID,2,Bournemouth,1.0,Watford,1.1296296296296295,2.2962962962962963,2.962962962962963,955.5000000000001
54,0,0,15,75.0,1,90105,29.5,0,0,3,0,Ryan,0.0,1,0,4.2,536,False,3.0,0,172,49,0,0,0,2.5,0,0,Fraser,0.0,d,2,10.0,5,244,201,1.0,0,MID,2,Bournemouth,1.0,Watford,0.6020408163265306,0.061224489795918366,0.20408163265306123,5.0
55,0,2,53,,4,75115,66.7,0,165,4,8,Callum,3.7,7,2,34.1,49,False,85.2,0,524,64,0,0,0,3.3,0,0,Wilson,2.1,a,2,198.0,23,46777,74080,3.6,0,FWD,2,Bournemouth,1.0,Watford,1.0421875,1.33125,3.09375,1317.6299999999999
57,1,0,17,,0,21246,11.8,0,124,4,0,Lewis,0.0,2,0,5.3,51,False,24.2,0,60,44,0,0,0,2.0,0,0,Grabban,3.6,a,2,17.0,6,64926,97073,1.4,0,FWD,2,Bournemouth,1.0,Watford,0.2681818181818182,0.5499999999999999,0.38636363636363635,6.0
58,0,0,5,100.0,0,88498,11.0,0,146,4,1,Benik,0.7,0,0,1.5,52,False,1.2,0,25,57,0,0,0,1.0,0,0,Afobe,0.3,a,2,2.0,3,2849,18155,0.5,0,FWD,2,Bournemouth,1.0,Watford,0.19298245614035087,0.021052631578947368,0.03508771929824561,12.94
60,0,3,144,,2,21205,0.0,2,0,1,2,Tom,3.7,9,0,20.3,54,True,202.4,0,630,46,0,0,0,4.3,0,29,Heaton,8.8,d,3,0.0,30,202592,69112,6.5,0,GKP,3,Burnley,0.5,Arsenal,0.0,4.4,0.0,404.44000000000005
63,0,2,124,,2,68983,136.3,0,0,2,2,Matthew,2.7,9,0,28.4,55,False,136.2,0,630,45,0,0,0,2.7,0,0,Lowton,0.6,a,3,12.0,19,16476,8650,4.2,3,DEF,3,Burnley,0.5,Arsenal,3.028888888888889,3.0266666666666664,0.26666666666666666,403.07500000000005
64,0,0,117,,2,51927,24.2,0,0,2,2,Ben,2.3,9,0,21.1,56,False,159.6,0,630,45,1,0,0,2.4,0,0,Mee,0.6,a,3,26.0,17,9974,12823,3.8,1,DEF,3,Burnley,0.5,Arsenal,0.5377777777777778,3.5466666666666664,0.5777777777777777,258.27
65,0,0,109,75.0,2,40616,63.7,0,0,2,2,Stephen,3.0,9,0,16.9,57,False,102.6,0,630,45,0,0,0,2.7,0,0,Ward,0.4,a,3,3.0,19,9970,3181,4.2,1,DEF,3,Burnley,0.5,Arsenal,1.4155555555555557,2.28,0.06666666666666667,272.95000000000005
66,0,2,134,,2,106611,15.8,1,0,2,2,Michael,5.7,9,1,28.1,58,False,198.4,0,630,49,0,0,0,3.9,0,0,Keane,1.8,a,3,65.0,27,38785,17520,5.5,1,DEF,3,Burnley,0.5,Arsenal,0.32244897959183677,4.048979591836734,1.3265306122448979,822.72
71,0,0,8,0.0,0,19556,11.7,0,0,3,0,David,0.0,1,0,1.3,61,False,0.0,0,86,50,0,0,0,1.0,0,0,Jones,0.0,u,3,2.0,1,95,2678,0.2,1,MID,3,Burnley,0.5,Arsenal,0.23399999999999999,0.0,0.04,1.0
72,0,0,80,,2,28244,58.7,0,0,3,2,George,2.3,9,0,23.6,62,False,75.6,0,630,53,0,0,0,2.3,0,0,Boyd,0.1,a,3,102.0,16,1547,5978,3.0,0,MID,3,Burnley,0.5,Arsenal,1.1075471698113208,1.4264150943396225,1.9245283018867925,287.745
73,0,0,37,,2,39158,52.0,0,0,3,1,Scott,1.0,6,0,8.9,63,False,29.8,0,328,53,0,0,0,1.4,0,0,Arfield,0.1,a,3,8.0,10,785,3434,1.9,1,MID,3,Burnley,0.5,Arsenal,0.9811320754716981,0.5622641509433962,0.1509433962264151,54.9
74,1,1,92,100.0,2,15982,25.8,0,0,3,2,Dean,2.3,8,0,16.0,64,False,93.2,0,611,45,0,0,0,2.9,0,0,Marney,0.9,a,3,39.0,20,35636,12944,4.4,0,MID,3,Burnley,0.5,Arsenal,0.5733333333333334,2.071111111111111,0.8666666666666667,201.7
76,0,0,3,,0,15944,0.0,0,0,3,0,Michael,0.3,0,0,0.0,66,False,0.0,0,1,43,0,0,0,1.0,0,0,Kightly,0.3,a,3,0.0,1,6412,5775,0.2,0,MID,3,Burnley,0.5,Arsenal,0.0,0.0,0.0,1.0
77,0,0,57,,2,60586,92.8,0,0,3,2,Johann Berg,2.0,4,0,23.2,473,False,66.6,0,374,52,0,0,0,1.7,0,0,Gudmundsson,0.1,a,3,72.0,12,307,7710,2.3,0,MID,3,Burnley,0.5,Arsenal,1.7846153846153845,1.2807692307692307,1.3846153846153846,243.39999999999998
78,3,6,127,,3,39847,170.2,0,0,3,3,Steven,5.7,4,1,38.3,525,False,150.6,0,391,60,0,0,0,5.5,0,0,Defour,0.6,a,3,61.0,33,23284,6100,5.5,0,MID,3,Burnley,0.5,Arsenal,2.8366666666666664,2.51,1.0166666666666666,1121.1299999999999
79,0,0,11,,0,234483,3.3,0,0,3,0,Aiden,0.0,1,0,1.7,531,False,5.8,0,35,44,0,0,0,1.0,0,0,O'Neill,0.0,a,3,8.0,2,873,642,0.5,0,MID,3,Burnley,0.5,Arsenal,0.075,0.1318181818181818,0.18181818181818182,2.0
80,0,0,48,,1,83314,37.7,0,0,3,2,Jeff,4.0,5,1,13.7,560,False,61.8,0,286,54,0,0,0,3.3,0,0,Hendrick,0.1,a,3,37.0,13,2489,838,2.4,0,MID,3,Burnley,0.5,Arsenal,0.6981481481481482,1.1444444444444444,0.6851851851851852,286.0
81,0,3,41,,2,40399,55.2,0,0,4,2,Sam,1.7,7,1,25.9,67,False,59.6,0,558,60,0,0,0,2.9,0,0,Vokes,0.9,a,3,148.0,20,41426,31997,3.3,0,FWD,3,Burnley,0.5,Arsenal,0.92,0.9933333333333334,2.466666666666667,243.38
82,1,1,30,0.0,2,73426,44.8,0,0,4,0,Andre,0.7,7,1,16.9,68,False,53.2,0,427,63,0,0,0,3.6,0,0,Gray,3.8,s,3,76.0,18,133813,425687,2.9,0,FWD,3,Burnley,0.5,Arsenal,0.711111111111111,0.8444444444444444,1.2063492063492063,78.9
83,0,0,5,0.0,0,34654,1.0,0,0,4,0,Lukas,0.0,0,0,0.3,69,False,0.4,0,13,44,0,0,0,1.0,0,0,Jutkiewicz,0.5,n,3,2.0,2,7291,15744,0.5,0,FWD,3,Burnley,0.5,Arsenal,0.022727272727272728,0.009090909090909092,0.045454545454545456,2.0
87,0,0,4,,0,106617,2.8,0,0,4,0,Patrick,0.3,1,0,0.9,553,False,0.0,0,23,50,0,0,0,1.0,0,0,Bamford,0.0,a,3,8.0,2,2362,1138,0.4,0,FWD,3,Burnley,0.5,Arsenal,0.055999999999999994,0.0,0.16,3.62
88,0,0,92,,2,60772,0.0,0,230,1,7,Thibaut,2.5,9,0,7.6,73,False,76.4,0,630,55,0,0,0,2.9,0,11,Courtois,8.5,a,4,0.0,20,81083,128161,3.6,1,GKP,4,Chelsea,1.5,Hull,0.0,1.3890909090909092,0.0,306.5
90,0,0,64,0.0,1,1718,22.9,0,228,2,0,John,0.0,4,0,13.3,75,False,64.6,0,360,54,0,0,0,2.5,0,0,Terry,2.5,i,4,46.0,10,53470,146126,1.9,1,DEF,4,Chelsea,1.5,Hull,0.42407407407407405,1.1962962962962962,0.8518518518518519,10.0
91,1,2,117,100.0,1,41135,67.7,0,414,2,0,Branislav,1.8,9,0,28.4,76,False,105.2,0,540,59,0,0,0,2.7,0,0,Ivanovic,5.4,a,4,112.0,16,30315,91433,2.7,2,DEF,4,Chelsea,1.5,Hull,1.147457627118644,1.7830508474576272,1.8983050847457628,785.2299999999999
92,1,3,138,,2,41328,77.4,0,470,2,7,César,2.5,9,0,24.3,77,False,109.2,0,630,60,0,0,0,3.4,0,0,Azpilicueta,10.9,a,4,56.0,24,105240,181606,4.0,1,DEF,4,Chelsea,1.5,Hull,1.29,1.82,0.9333333333333333,933.75
93,0,0,115,,2,19419,14.8,0,283,2,6,Gary,2.3,9,0,20.4,78,False,115.2,0,630,59,0,0,0,2.6,0,0,Cahill,4.7,a,4,73.0,18,15038,71658,3.1,1,DEF,4,Chelsea,1.5,Hull,0.25084745762711863,1.952542372881356,1.2372881355932204,718.3499999999999
98,0,0,42,,1,82263,53.1,0,0,2,6,Marcos,1.8,0,0,14.4,561,False,32.4,0,126,59,0,0,0,3.5,0,0,Alonso,0.1,a,4,58.0,7,2655,1551,1.2,0,DEF,4,Chelsea,1.5,Hull,0.9,0.5491525423728814,0.9830508474576272,394.45000000000005
99,0,0,70,,1,41270,25.9,0,0,2,6,David,2.0,5,0,13.4,570,False,57.2,0,270,60,0,0,0,2.7,0,0,Luiz Moreira Marinho,1.0,a,4,51.0,8,39596,19703,1.3,0,DEF,4,Chelsea,1.5,Hull,0.43166666666666664,0.9533333333333334,0.85,410.29999999999995
100,1,6,129,,2,42786,206.0,1,476,3,3,Eden,2.0,9,2,59.1,82,False,160.0,0,584,99,0,0,0,4.7,0,0,Hazard,19.7,a,4,225.0,33,623981,687000,3.3,2,MID,4,Chelsea,1.5,Hull,2.080808080808081,1.6161616161616161,2.272727272727273,1806.0
101,1,0,41,,0,17878,69.6,0,617,3,0,Cesc,0.8,3,0,14.2,83,False,42.4,0,89,70,0,0,0,1.8,0,0,Fàbregas,2.0,a,4,30.0,7,24496,193953,1.0,0,MID,4,Chelsea,1.5,Hull,0.9942857142857142,0.6057142857142856,0.42857142857142855,177.4
102,1,0,89,,1,61262,169.1,0,321,3,1,Oscar,2.0,6,0,38.3,84,False,88.6,0,426,73,0,0,0,2.3,0,0,dos Santos Emboaba Junior,0.9,a,4,126.0,14,21054,50510,1.9,1,MID,4,Chelsea,1.5,Hull,2.3164383561643835,1.2136986301369863,1.726027397260274,1165.1
104,0,5,135,100.0,2,47431,368.5,2,512,3,10,Willian,3.8,8,2,64.5,86,False,144.8,0,471,73,0,0,0,4.7,0,0,Borges Da Silva,5.6,a,4,132.0,28,104246,265081,3.8,1,MID,4,Chelsea,1.5,Hull,5.0479452054794525,1.9835616438356165,1.8082191780821917,3706.21
105,3,0,122,,2,62398,103.6,0,373,3,5,Nemanja,3.5,9,0,31.9,87,False,113.4,0,595,50,0,0,0,3.3,0,0,Matic,2.7,a,4,102.0,23,47370,51129,4.6,2,MID,4,Chelsea,1.5,Hull,2.072,2.2680000000000002,2.04,1697.75
108,1,0,37,,0,49579,34.9,0,399,3,1,Pedro,0.8,1,0,8.5,90,False,32.2,0,125,71,0,0,0,1.5,0,0,Rodríguez Ledesma,0.3,a,4,25.0,9,2215,16589,1.3,1,MID,4,Chelsea,1.5,Hull,0.49154929577464784,0.45352112676056344,0.352112676056338,119.51999999999998
110,0,0,52,,1,49013,50.5,0,127,3,2,Victor,1.0,0,1,17.6,92,False,65.2,0,145,55,0,0,0,2.0,0,0,Moses,0.1,d,4,63.0,12,4197,5129,2.2,1,MID,4,Chelsea,1.5,Hull,0.9181818181818182,1.1854545454545455,1.1454545454545455,280.04999999999995
112,0,0,99,,2,116594,80.5,0,501,3,3,N'Golo,2.3,9,0,21.2,95,False,89.2,0,630,48,0,0,0,2.1,0,0,Kanté,14.9,a,4,43.0,15,77846,450149,3.1,1,MID,4,Chelsea,1.5,Hull,1.6770833333333333,1.8583333333333334,0.8958333333333334,748.8149999999998
113,0,0,2,,0,89085,0.1,0,0,3,1,Nathaniel,0.3,0,0,0.0,530,False,0.0,0,2,45,0,0,0,1.0,0,0,Chalobah,0.0,a,4,0.0,1,265,182,0.2,0,MID,4,Chelsea,1.5,Hull,0.0022222222222222222,0.0,0.0,1.045
114,1,1,40,,0,94245,13.0,0,0,4,0,Michy,0.5,0,1,14.0,96,False,54.2,0,58,87,0,0,0,2.6,0,0,Batshuayi,1.2,a,4,74.0,13,36388,92849,1.5,0,FWD,4,Chelsea,1.5,Hull,0.14942528735632185,0.6229885057471265,0.8505747126436781,118.89999999999999
115,2,6,173,100.0,2,18507,138.7,2,533,4,12,Diego,7.8,9,6,84.5,97,True,281.8,0,619,101,0,0,0,6.6,0,0,Da Silva Costa,29.4,a,4,424.0,46,1081666,300294,4.6,4,FWD,4,Chelsea,1.5,Hull,1.3732673267326732,2.7900990099009904,4.198019801980198,9926.65
117,0,0,29,100.0,0,20066,0.0,0,266,1,0,Wayne,0.0,2,0,4.4,100,False,44.2,0,180,44,0,0,0,2.5,0,6,Hennessey,2.7,a,5,0.0,5,12228,79528,1.1,0,GKP,5,Crystal Palace,0.8,Everton,0.0,1.0045454545454546,0.0,5.0
118,0,0,62,,0,44413,0.0,0,0,1,2,Steve,2.0,6,0,8.8,102,False,88.6,0,450,44,0,0,0,2.2,0,11,Mandanda,3.7,a,5,0.0,11,31785,63520,2.5,0,GKP,5,Crystal Palace,0.8,Everton,0.0,2.0136363636363637,0.0,152.76
119,0,0,44,100.0,0,49413,0.9,0,221,2,1,James,3.0,4,1,15.5,103,False,89.0,0,234,50,0,0,0,2.5,0,0,Tomkins,0.1,a,5,64.0,10,1989,1671,2.0,1,DEF,5,Crystal Palace,0.8,Everton,0.018000000000000002,1.78,1.28,379.36000000000007
120,0,1,94,0.0,0,19188,13.6,1,480,2,0,Scott,2.7,5,2,33.6,104,False,155.6,0,450,54,0,0,0,4.4,0,0,Dann,4.7,i,5,166.0,22,67308,167797,4.1,1,DEF,5,Crystal Palace,0.8,Everton,0.2518518518518518,2.8814814814814813,3.074074074074074,746.0320000000002
121,1,3,114,,0,55494,65.2,0,333,2,8,Joel,3.7,8,0,28.0,105,False,144.2,0,627,49,0,0,0,2.6,0,0,Ward,0.9,a,5,70.0,18,8914,19463,3.7,1,DEF,5,Crystal Palace,0.8,Everton,1.3306122448979592,2.9428571428571426,1.4285714285714286,845.024
